k_hip,q,alpha_h,s,v,lam_max,N_half,lam1_im
-0.300,0.304,0.1495316631,0.2979500762,0.09283270336,0.7335668446,2.2371,0.3612185844
-0.300,0.305,0.1500279708,0.2989315783,0.09313837949,0.7335111545,2.2366,0.3626576783
-0.300,0.306,0.1505243225,0.2999130938,0.09344405969,0.7334552404,2.2360,0.3640930956
-0.300,0.307,0.1510207184,0.3008946225,0.09374974399,0.7333991099,2.2355,0.3655248639
-0.300,0.308,0.1515171585,0.3018761647,0.09405543244,0.7333427584,2.2349,0.3669529915
-0.300,0.309,0.152013643,0.3028577202,0.09436112506,0.7332861915,2.2344,0.3683775058
-0.300,0.310,0.1525101721,0.3038392892,0.09466682187,0.7332293999,2.2338,0.3697984160
-0.300,0.311,0.1530067459,0.3048208717,0.09497252293,0.7331723904,2.2333,0.3712157422
-0.300,0.312,0.1535033645,0.3058024677,0.09527822824,0.7331151604,2.2327,0.3726295029
-0.300,0.313,0.1540000282,0.3067840772,0.09558393786,0.7330577105,2.2321,0.3740397129
-0.300,0.314,0.1544967371,0.3077657004,0.09588965181,0.7330000405,2.2316,0.3754463853
-0.300,0.315,0.1549934913,0.3087473371,0.09619537012,0.7329421446,2.2310,0.3768495259
-0.300,0.316,0.1554902909,0.3097289875,0.09650109282,0.7328840305,2.2304,0.3782491658
-0.300,0.317,0.1559871362,0.3107106516,0.09680681996,0.7328256937,2.2299,0.3796453133
-0.300,0.318,0.1564840272,0.3116923295,0.09711255155,0.7327671340,2.2293,0.3810379761
-0.300,0.319,0.1569809642,0.312674021,0.09741828764,0.7327083510,2.2287,0.3824271784
-0.300,0.320,0.1574779472,0.3136557264,0.09772402826,0.7326493416,2.2281,0.3838129196
-0.300,0.321,0.1579749764,0.3146374456,0.09802977344,0.7325901150,2.2276,0.3851952277
-0.300,0.322,0.1584720521,0.3156191787,0.09833552322,0.7325306590,2.2270,0.3865741035
-0.300,0.323,0.1589691742,0.3166009256,0.09864127763,0.7324709821,2.2264,0.3879495681
-0.300,0.324,0.159466343,0.3175826865,0.09894703671,0.7324110789,2.2258,0.3893216245
-0.300,0.325,0.1599635587,0.3185644613,0.09925280048,0.7323509508,2.2252,0.3906902911
-0.300,0.326,0.1604608213,0.3195462501,0.09955856899,0.7322905997,2.2246,0.3920555768
-0.300,0.327,0.1609581311,0.320528053,0.09986434227,0.7322300185,2.2240,0.3934174899
-0.300,0.328,0.1614554881,0.3215098699,0.1001701203,0.7321692146,2.2235,0.3947760486
-0.300,0.329,0.1619528926,0.3224917009,0.1004759033,0.7321081838,2.2229,0.3961312557
-0.300,0.330,0.1624503447,0.323473546,0.1007816911,0.7320469290,2.2223,0.3974831282
-0.300,0.331,0.1629478445,0.3244554053,0.1010874838,0.7319854421,2.2217,0.3988316677
-0.300,0.332,0.1634453921,0.3254372788,0.1013932814,0.7319237324,2.2211,0.4001768941
-0.300,0.333,0.1639429879,0.3264191665,0.1016990841,0.7318617911,2.2205,0.4015188055
-0.300,0.334,0.1644406318,0.3274010685,0.1020048917,0.7317996217,2.2199,0.4028574163
-0.300,0.335,0.164938324,0.3283829847,0.1023107044,0.7317372257,2.2193,0.4041927348
-0.300,0.336,0.1654360648,0.3293649153,0.1026165222,0.7316745991,2.2186,0.4055247720
-0.300,0.337,0.1659338542,0.3303468603,0.1029223451,0.7316117463,2.2180,0.4068535364
-0.300,0.338,0.1664316924,0.3313288196,0.1032281732,0.7315486613,2.2174,0.4081790299
-0.300,0.339,0.1669295795,0.3323107933,0.1035340065,0.7314853481,2.2168,0.4095012728
-0.300,0.340,0.1674275157,0.3332927815,0.1038398451,0.7314218019,2.2162,0.4108202542
-0.300,0.341,0.1679255012,0.3342747842,0.1041456889,0.7313580278,2.2156,0.4121360003
-0.300,0.342,0.1684235361,0.3352568014,0.104451538,0.7312940232,2.2150,0.4134485130
-0.300,0.343,0.1689216206,0.3362388332,0.1047573925,0.7312297841,2.2143,0.4147577867
-0.300,0.344,0.1694197548,0.3372208795,0.1050632524,0.7311653162,2.2137,0.4160638466
-0.300,0.345,0.1699179388,0.3382029405,0.1053691177,0.7311006151,2.2131,0.4173666908
-0.300,0.346,0.1704161729,0.3391850161,0.1056749885,0.7310356814,2.2125,0.4186663204
-0.300,0.347,0.1709144571,0.3401671063,0.1059808647,0.7309705165,2.2118,0.4199627510
-0.300,0.348,0.1714127916,0.3411492113,0.1062867466,0.7309051160,2.2112,0.4212559876
-0.300,0.349,0.1719111766,0.342131331,0.106592634,0.7308394808,2.2106,0.4225460295
-0.300,0.350,0.1724096123,0.3431134655,0.1068985271,0.7307736156,2.2099,0.4238328903
-0.300,0.351,0.1729080987,0.3440956148,0.1072044258,0.7307075171,2.2093,0.4251165750
-0.300,0.352,0.173406636,0.3450777789,0.1075103302,0.7306411757,2.2087,0.4263970751
-0.300,0.353,0.1739052245,0.3460599579,0.1078162403,0.7305746101,2.2080,0.4276744175
-0.300,0.354,0.1744038641,0.3470421518,0.1081221563,0.7305078043,2.2074,0.4289485956
-0.300,0.355,0.1749025552,0.3480243606,0.1084280781,0.7304407558,2.2067,0.4302196017
-0.300,0.356,0.1754012978,0.3490065843,0.1087340057,0.7303734801,2.2061,0.4314874677
-0.300,0.357,0.1759000921,0.3499888231,0.1090399393,0.7303059660,2.2054,0.4327521816
-0.300,0.358,0.1763989383,0.3509710768,0.1093458788,0.7302382132,2.2048,0.4340137481
-0.300,0.359,0.1768978364,0.3519533457,0.1096518243,0.7301702264,2.2041,0.4352721765
-0.300,0.360,0.1773967868,0.3529356296,0.1099577758,0.7301020010,2.2035,0.4365274693
-0.300,0.361,0.1778957894,0.3539179286,0.1102637334,0.7300335339,2.2028,0.4377796216
-0.300,0.362,0.1783948445,0.3549002427,0.1105696972,0.7299648333,2.2022,0.4390286557
-0.300,0.363,0.1788939522,0.355882572,0.1108756671,0.7298958919,2.2015,0.4402745611
-0.300,0.364,0.1793931127,0.3568649165,0.1111816431,0.7298267087,2.2008,0.4415173426
-0.300,0.365,0.1798923261,0.3578472762,0.1114876255,0.7297572904,2.2002,0.4427570091
-0.300,0.366,0.1803915926,0.3588296512,0.1117936141,0.7296876326,2.1995,0.4439935628
-0.300,0.367,0.1808909124,0.3598120415,0.1120996091,0.7296177317,2.1988,0.4452270002
-0.300,0.368,0.1813902855,0.3607944471,0.1124056104,0.7295475900,2.1982,0.4464573311
-0.300,0.369,0.1818897121,0.3617768681,0.1127116181,0.7294772074,2.1975,0.4476845561
-0.300,0.370,0.1823891925,0.3627593044,0.1130176323,0.7294065835,2.1968,0.4489086772
-0.300,0.371,0.1828887267,0.3637417561,0.1133236531,0.7293357189,2.1961,0.4501297008
-0.300,0.372,0.1833883149,0.3647242233,0.1136296803,0.7292646130,2.1955,0.4513476269
-0.300,0.373,0.1838879573,0.3657067059,0.1139357142,0.7291932645,2.1948,0.4525624572
-0.300,0.374,0.184387654,0.366689204,0.1142417547,0.7291216674,2.1941,0.4537741885
-0.300,0.375,0.1848874052,0.3676717177,0.1145478019,0.7290498335,2.1934,0.4549828356
-0.300,0.376,0.185387211,0.3686542469,0.1148538558,0.7289777546,2.1927,0.4561883945
-0.300,0.377,0.1858870716,0.3696367917,0.1151599165,0.7289054306,2.1920,0.4573908635
-0.300,0.378,0.1863869871,0.370619352,0.115465984,0.7288328627,2.1913,0.4585902479
-0.300,0.379,0.1868869577,0.3716019281,0.1157720584,0.7287600497,2.1907,0.4597865495
-0.300,0.380,0.1873869835,0.3725845197,0.1160781397,0.7286869919,2.1900,0.4609797719
-0.300,0.381,0.1878870647,0.3735671271,0.116384228,0.7286136886,2.1893,0.4621699123
-0.300,0.382,0.1883872015,0.3745497502,0.1166903233,0.7285401389,2.1886,0.4633569777
-0.300,0.383,0.188887394,0.3755323891,0.1169964256,0.7284663433,2.1879,0.4645409629
-0.300,0.384,0.1893876424,0.3765150437,0.117302535,0.7283922991,2.1872,0.4657218691
-0.300,0.385,0.1898879468,0.3774977141,0.1176086516,0.7283180083,2.1865,0.4668997034
-0.300,0.386,0.1903883073,0.3784804004,0.1179147754,0.7282434732,2.1858,0.4680744690
-0.300,0.387,0.1908887242,0.3794631025,0.1182209064,0.7281686849,2.1851,0.4692461553
-0.300,0.388,0.1913891976,0.3804458205,0.1185270447,0.7280936523,2.1843,0.4704147735
-0.300,0.389,0.1918897277,0.3814285544,0.1188331904,0.7280183694,2.1836,0.4715803198
-0.300,0.390,0.1923903145,0.3824113043,0.1191393434,0.7279428400,2.1829,0.4727427990
-0.300,0.391,0.1928909583,0.3833940701,0.1194455039,0.7278670551,2.1822,0.4739021996
-0.300,0.392,0.1933916591,0.384376852,0.1197516719,0.7277910245,2.1815,0.4750585405
-0.300,0.393,0.1938924173,0.3853596498,0.1200578474,0.7277147430,2.1808,0.4762118102
-0.300,0.394,0.1943932329,0.3863424637,0.1203640305,0.7276382132,2.1800,0.4773620155
-0.300,0.395,0.194894106,0.3873252937,0.1206702212,0.7275614273,2.1793,0.4785091485
-0.300,0.396,0.1953950369,0.3883081398,0.1209764197,0.7274843922,2.1786,0.4796532110
-0.300,0.397,0.1958960257,0.389291002,0.1212826258,0.7274071060,2.1779,0.4807942125
-0.300,0.398,0.1963970726,0.3902738804,0.1215888398,0.7273295672,2.1771,0.4819321432
-0.300,0.399,0.1968981776,0.391256775,0.1218950615,0.7272517753,2.1764,0.4830670055
-0.300,0.400,0.197399341,0.3922396857,0.1222012912,0.7271737312,2.1757,0.4841988054
-0.300,0.401,0.1979005629,0.3932226127,0.1225075288,0.7270954336,2.1749,0.4853275358
-0.300,0.402,0.1984018435,0.394205556,0.1228137744,0.7270168776,2.1742,0.4864531961
-0.300,0.403,0.198903183,0.3951885156,0.1231200281,0.7269380727,2.1735,0.4875757904
-0.300,0.404,0.1994045814,0.3961714914,0.1234262898,0.7268590128,2.1727,0.4886953199
-0.300,0.405,0.1999060389,0.3971544836,0.1237325597,0.7267796951,2.1720,0.4898117742
-0.300,0.406,0.2004075558,0.3981374922,0.1240388378,0.7267001238,2.1712,0.4909251624
-0.300,0.407,0.2009091321,0.3991205172,0.1243451241,0.7266202966,2.1705,0.4920354819
-0.300,0.408,0.2014107681,0.4001035586,0.1246514188,0.7265402132,2.1697,0.4931427317
-0.300,0.409,0.2019124638,0.4010866164,0.1249577218,0.7264598720,2.1690,0.4942469076
-0.300,0.410,0.2024142195,0.4020696907,0.1252640332,0.7263792723,2.1682,0.4953480130
-0.300,0.411,0.2029160352,0.4030527814,0.1255703531,0.7262984196,2.1675,0.4964460492
-0.300,0.412,0.2034179112,0.4040358887,0.1258766815,0.7262173041,2.1667,0.4975410091
-0.300,0.413,0.2039198476,0.4050190126,0.1261830185,0.7261359334,2.1660,0.4986328936
-0.300,0.414,0.2044218446,0.406002153,0.1264893641,0.7260543025,2.1652,0.4997217061
-0.300,0.415,0.2049239023,0.40698531,0.1267957185,0.7259724155,2.1644,0.5008074437
-0.300,0.416,0.2054260208,0.4079684836,0.1271020815,0.7258902656,2.1637,0.5018900998
-0.300,0.417,0.2059282004,0.4089516738,0.1274084534,0.7258078566,2.1629,0.5029696812
-0.300,0.418,0.2064304412,0.4099348807,0.127714834,0.7257251876,2.1621,0.5040461832
-0.300,0.419,0.2069327434,0.4109181043,0.1280212237,0.7256422538,2.1614,0.5051195990
-0.300,0.420,0.2074351071,0.4119013446,0.1283276222,0.7255590641,2.1606,0.5061899394
-0.300,0.421,0.2079375324,0.4128846017,0.1286340298,0.7254756134,2.1598,0.5072571962
-0.300,0.422,0.2084400196,0.4138678755,0.1289404465,0.7253918974,2.1590,0.5083213670
-0.300,0.423,0.2089425688,0.4148511661,0.1292468723,0.7253079206,2.1583,0.5093824540
-0.300,0.424,0.2094451801,0.4158344735,0.1295533073,0.7252236780,2.1575,0.5104404483
-0.300,0.425,0.2099478537,0.4168177977,0.1298597515,0.7251391756,2.1567,0.5114953558
-0.300,0.426,0.2104505898,0.4178011388,0.1301662051,0.7250544130,2.1559,0.5125471785
-0.300,0.427,0.2109533885,0.4187844967,0.130472668,0.7249693778,2.1551,0.5135959013
-0.300,0.428,0.21145625,0.4197678716,0.1307791403,0.7248840813,2.1543,0.5146415343
-0.300,0.429,0.2119591744,0.4207512634,0.1310856221,0.7247985239,2.1536,0.5156840741
-0.300,0.430,0.2124621619,0.4217346721,0.1313921135,0.7247126961,2.1528,0.5167235105
-0.300,0.431,0.2129652127,0.4227180978,0.1316986145,0.7246266045,2.1520,0.5177598503
-0.300,0.432,0.213468327,0.4237015405,0.1320051251,0.7245402453,2.1512,0.5187930902
-0.300,0.433,0.2139715048,0.4246850001,0.1323116454,0.7244536235,2.1504,0.5198232318
-0.300,0.434,0.2144747463,0.4256684769,0.1326181755,0.7243667325,2.1496,0.5208502646
-0.300,0.435,0.2149780518,0.4266519707,0.1329247155,0.7242795734,2.1488,0.5218741904
-0.300,0.436,0.2154814213,0.4276354815,0.1332312654,0.7241921476,2.1480,0.5228950116
-0.300,0.437,0.215984855,0.4286190095,0.1335378252,0.7241044538,2.1472,0.5239127205
-0.300,0.438,0.2164883531,0.4296025546,0.133844395,0.7240164887,2.1464,0.5249273130
-0.300,0.439,0.2169919157,0.4305861168,0.1341509749,0.7239282584,2.1455,0.5259388004
-0.300,0.440,0.2174955431,0.4315696963,0.134457565,0.7238397552,2.1447,0.5269471637
-0.300,0.441,0.2179992353,0.4325532929,0.1347641653,0.7237509830,2.1439,0.5279524114
-0.300,0.442,0.2185029925,0.4335369067,0.1350707759,0.7236619413,2.1431,0.5289545360
-0.300,0.443,0.219006815,0.4345205377,0.1353773967,0.7235726276,2.1423,0.5299535391
-0.300,0.444,0.2195107027,0.435504186,0.135684028,0.7234830450,2.1415,0.5309494192
-0.300,0.445,0.220014656,0.4364878516,0.1359906698,0.7233931906,2.1406,0.5319421698
-0.300,0.446,0.2205186749,0.4374715344,0.136297322,0.7233030612,2.1398,0.5329317884
-0.300,0.447,0.2210227597,0.4384552346,0.1366039849,0.7232126620,2.1390,0.5339182796
-0.300,0.448,0.2215269104,0.4394389521,0.1369106583,0.7231219892,2.1382,0.5349016316
-0.300,0.449,0.2220311273,0.440422687,0.1372173426,0.7230310451,2.1373,0.5358818526
-0.300,0.450,0.2225354105,0.4414064393,0.1375240375,0.7229398217,2.1365,0.5368589247
-0.300,0.451,0.2230397602,0.4423902089,0.1378307434,0.7228483280,2.1357,0.5378328605
-0.300,0.452,0.2235441765,0.443373996,0.1381374601,0.7227565604,2.1348,0.5388036521
-0.300,0.453,0.2240486596,0.4443578005,0.1384441878,0.7226645180,2.1340,0.5397712990
-0.300,0.454,0.2245532096,0.4453416225,0.1387509266,0.7225721989,2.1332,0.5407357949
-0.300,0.455,0.2250578268,0.4463254619,0.1390576764,0.7224796018,2.1323,0.5416971374
-0.300,0.456,0.2255625112,0.4473093189,0.1393644375,0.7223867325,2.1315,0.5426553299
-0.300,0.457,0.2260672631,0.4482931934,0.1396712097,0.7222935844,2.1306,0.5436103622
-0.300,0.458,0.2265720826,0.4492770854,0.1399779933,0.7222001607,2.1298,0.5445622350
-0.300,0.459,0.2270769699,0.4502609949,0.1402847883,0.7221064588,2.1289,0.5455109476
-0.300,0.460,0.2275819251,0.4512449221,0.1405915946,0.7220124780,2.1281,0.5464564921
-0.300,0.461,0.2280869484,0.4522288668,0.1408984125,0.7219182216,2.1272,0.5473988722
-0.300,0.462,0.2285920399,0.4532128292,0.141205242,0.7218236806,2.1264,0.5483380751
-0.300,0.463,0.2290971998,0.4541968092,0.1415120831,0.7217288654,2.1255,0.5492741097
-0.300,0.464,0.2296024284,0.4551808068,0.141818936,0.7216337669,2.1247,0.5502069704
-0.300,0.465,0.2301077256,0.4561648221,0.1421258006,0.7215383933,2.1238,0.5511366517
-0.300,0.466,0.2306130918,0.4571488551,0.142432677,0.7214427346,2.1229,0.5520631491
-0.300,0.467,0.2311185271,0.4581329058,0.1427395654,0.7213467982,2.1221,0.5529864664
-0.300,0.468,0.2316240315,0.4591169743,0.1430464658,0.7212505777,2.1212,0.5539065912
-0.300,0.469,0.2321296054,0.4601010604,0.1433533783,0.7211540754,2.1203,0.5548235282
-0.300,0.470,0.2326352488,0.4610851644,0.1436603028,0.7210572918,2.1195,0.5557372734
-0.300,0.471,0.233140962,0.4620692861,0.1439672396,0.7209602279,2.1186,0.5566478256
-0.300,0.472,0.233646745,0.4630534256,0.1442741887,0.7208628769,2.1177,0.5575551747
-0.300,0.473,0.2341525981,0.464037583,0.1445811501,0.7207652422,2.1169,0.5584593221
-0.300,0.474,0.2346585214,0.4650217581,0.1448881239,0.7206673259,2.1160,0.5593602683
-0.300,0.475,0.235164515,0.4660059512,0.1451951102,0.7205691249,2.1151,0.5602580054
-0.300,0.476,0.2356705792,0.466990162,0.1455021091,0.7204706397,2.1142,0.5611525340
-0.300,0.477,0.2361767141,0.4679743908,0.1458091206,0.7203718662,2.1133,0.5620438440
-0.300,0.478,0.2366829199,0.4689586375,0.1461161448,0.7202728104,2.1124,0.5629319437
-0.300,0.479,0.2371891967,0.4699429021,0.1464231818,0.7201734640,2.1116,0.5638168195
-0.300,0.480,0.2376955447,0.4709271846,0.1467302317,0.7200738368,2.1107,0.5646984766
-0.300,0.481,0.2382019641,0.4719114851,0.1470372945,0.7199739201,2.1098,0.5655769103
-0.300,0.482,0.238708455,0.4728958036,0.1473443703,0.7198737137,2.1089,0.5664521088
-0.300,0.483,0.2392150175,0.47388014,0.1476514592,0.7197732196,2.1080,0.5673240780
-0.300,0.484,0.239721652,0.4748644944,0.1479585612,0.7196724377,2.1071,0.5681928124
-0.300,0.485,0.2402283584,0.4758488669,0.1482656764,0.7195713683,2.1062,0.5690583101
-0.300,0.486,0.2407351371,0.4768332574,0.148572805,0.7194700097,2.1053,0.5699205697
-0.300,0.487,0.2412419881,0.4778176659,0.148879947,0.7193683613,2.1044,0.5707795836
-0.300,0.488,0.2417489116,0.4788020925,0.1491871024,0.7192664209,2.1035,0.5716353483
-0.300,0.489,0.2422559078,0.4797865372,0.1494942713,0.7191641937,2.1026,0.5724878668
-0.300,0.490,0.2427629768,0.480771,0.1498014539,0.7190616719,2.1017,0.5733371313
-0.300,0.491,0.2432701189,0.4817554809,0.1501086501,0.7189588580,2.1008,0.5741831365
-0.300,0.492,0.2437773341,0.4827399799,0.1504158601,0.7188557587,2.0998,0.5750258887
-0.300,0.493,0.2442846227,0.4837244971,0.150723084,0.7187523624,2.0989,0.5758653736
-0.300,0.494,0.2447919848,0.4847090324,0.1510303217,0.7186486733,2.0980,0.5767015925
-0.300,0.495,0.2452994205,0.4856935859,0.1513375735,0.7185446905,2.0971,0.5775345443
-0.300,0.496,0.2458069302,0.4866781576,0.1516448394,0.7184404112,2.0962,0.5783642198
-0.300,0.497,0.2463145138,0.4876627475,0.1519521194,0.7183358465,2.0953,0.5791906283
-0.300,0.498,0.2468221716,0.4886473556,0.1522594136,0.7182309800,2.0943,0.5800137492
-0.300,0.499,0.2473299037,0.4896319819,0.1525667222,0.7181258213,2.0934,0.5808335953
-0.300,0.500,0.2478377104,0.4906166265,0.1528740452,0.7180203660,2.0925,0.5816501548
-0.300,0.501,0.2483455917,0.4916012893,0.1531813827,0.7179146134,2.0915,0.5824634232
-0.300,0.502,0.2488535479,0.4925859704,0.1534887347,0.7178085679,2.0906,0.5832734028
-0.300,0.503,0.249361579,0.4935706698,0.1537961013,0.7177022263,2.0897,0.5840800930
-0.300,0.504,0.2498696854,0.4945553875,0.1541034827,0.7175955843,2.0887,0.5848834780
-0.300,0.505,0.2503778671,0.4955401234,0.1544108789,0.7174886436,2.0878,0.5856835661
-0.300,0.506,0.2508861243,0.4965248778,0.15471829,0.7173814074,2.0869,0.5864803509
-0.300,0.507,0.2513944572,0.4975096504,0.1550257161,0.7172738723,2.0859,0.5872738264
-0.300,0.508,0.251902866,0.4984944414,0.1553331572,0.7171660386,2.0850,0.5880639944
-0.300,0.509,0.2524113507,0.4994792508,0.1556406134,0.7170579045,2.0840,0.5888508455
-0.300,0.510,0.2529199117,0.5004640785,0.1559480849,0.7169494720,2.0831,0.5896343831
-0.300,0.511,0.253428549,0.5014489247,0.1562555717,0.7168407387,2.0821,0.5904146000
-0.300,0.512,0.2539372628,0.5024337892,0.1565630739,0.7167317020,2.0812,0.5911914904
-0.300,0.513,0.2544460533,0.5034186722,0.1568705915,0.7166223684,2.0802,0.5919650587
-0.300,0.514,0.2549549207,0.5044035736,0.1571781247,0.7165127289,2.0793,0.5927352952
-0.300,0.515,0.2554638651,0.5053884934,0.1574856736,0.7164027886,2.0783,0.5935021986
-0.300,0.516,0.2559728867,0.5063734317,0.1577932382,0.7162925502,2.0774,0.5942657734
-0.300,0.517,0.2564819856,0.5073583884,0.1581008186,0.7161820033,2.0764,0.5950260003
-0.300,0.518,0.2569911621,0.5083433636,0.1584084149,0.7160711580,2.0754,0.5957828888
-0.300,0.519,0.2575004163,0.5093283573,0.1587160272,0.7159600034,2.0745,0.5965364301
